source,rel_type,target,source_type,target_type
GO:0046474,is_a,GO:0006650,function,function
80012,interacts_with,7690,protein,protein
80012,interacts_with,4001,protein,protein
80012,interacts_with,1911,protein,protein
80012,interacts_with,414301,protein,protein
80012,interacts_with,8473,protein,protein
80012,interacts_with,23492,protein,protein
80012,interacts_with,648,protein,protein
80012,interacts_with,6188,protein,protein
80012,interacts_with,84823,protein,protein
80012,interacts_with,7703,protein,protein
C5436914,has_phenotype,C0026827,phenotype,phenotype
C5436914,has_phenotype,C0424323,phenotype,phenotype
C5436914,has_phenotype,C1263846,phenotype,phenotype
C5436914,has_phenotype,C1855996,phenotype,phenotype
C5436914,has_phenotype,C5539400,phenotype,phenotype
GO:0045263,part_of,GO:0045259,function,function
4817,interacts_with,342371,protein,protein
4817,interacts_with,55028,protein,protein
4817,interacts_with,10845,protein,protein
4817,interacts_with,4738,protein,protein
27309,interacts_with,8013,protein,protein
27309,interacts_with,10252,protein,protein
27309,interacts_with,58500,protein,protein
27309,interacts_with,7514,protein,protein
27309,interacts_with,54961,protein,protein
27309,interacts_with,80714,protein,protein
27309,interacts_with,4223,protein,protein
284252,interacts_with,284252,protein,protein
284252,interacts_with,284252,protein,protein
284252,interacts_with,53347,protein,protein
284252,interacts_with,7020,protein,protein
284252,is_annotated_to,C0020538,protein,phenotype
284252,is_annotated_to,C0037268,protein,phenotype
284252,is_annotated_to,C4021782,protein,phenotype
284252,is_annotated_to,C0423867,protein,phenotype
284252,is_annotated_to,C0266009,protein,phenotype
57190,involved_in,GO:0014816,protein,function
57190,is_annotated_to,C0005745,protein,phenotype
57190,is_annotated_to,C0026827,protein,phenotype
57190,is_annotated_to,C1854301,protein,phenotype
57190,is_annotated_to,C4082299,protein,phenotype
57190,is_annotated_to,C0162770,protein,phenotype
57190,is_annotated_to,C0009081,protein,phenotype
57190,is_annotated_to,C3806482,protein,phenotype
57190,is_annotated_to,C0476408,protein,phenotype
57190,is_annotated_to,C0427063,protein,phenotype
57190,is_annotated_to,C0239043,protein,phenotype
57190,is_annotated_to,C1864449,protein,phenotype
57190,is_annotated_to,C0032290,protein,phenotype
GO:0051619,is_a,GO:0051617,function,function
7079,is_active_in,GO:0031012,protein,function
3000,interacts_with,5146,protein,protein
3000,interacts_with,5150,protein,protein
3000,located_in,GO:0042622,protein,function
3000,is_annotated_to,C0234629,protein,phenotype
3000,is_annotated_to,C3714756,protein,phenotype
3000,is_annotated_to,C0026827,protein,phenotype
3000,is_annotated_to,C1837249,protein,phenotype
3000,is_annotated_to,C0375206,protein,phenotype
3000,is_annotated_to,C3278975,protein,phenotype
C4540470,has_phenotype,C1263846,phenotype,phenotype
C4540470,has_phenotype,C1854301,phenotype,phenotype
C4540470,has_phenotype,C3714756,phenotype,phenotype
C0393551,has_phenotype,C0241700,phenotype,phenotype
C0393551,has_phenotype,C0521007,phenotype,phenotype
C0393551,has_phenotype,C4082299,phenotype,phenotype
C0034012,has_annotated,6870,phenotype,protein
C0034012,has_annotated,5443,phenotype,protein
C0034012,has_annotated,51067,phenotype,protein
C0034012,has_annotated,9210,phenotype,protein
C0034012,has_annotated,367,phenotype,protein
C0034012,has_annotated,51651,phenotype,protein
C0034012,has_annotated,10371,phenotype,protein
C0034012,has_annotated,6938,phenotype,protein
C0034012,has_annotated,55366,phenotype,protein
C0034012,has_annotated,5256,phenotype,protein
C0034012,has_annotated,171568,phenotype,protein
C0034012,has_annotated,3653,phenotype,protein
C0034012,has_annotated,4948,phenotype,protein
C0034012,has_annotated,9325,phenotype,protein
C0034012,has_annotated,2542,phenotype,protein
C0034012,has_annotated,2626,phenotype,protein
7617,involved_in,GO:0006357,protein,function
C0268626,has_phenotype,C0011175,phenotype,phenotype
C0268626,has_phenotype,C0020598,phenotype,phenotype
C0268626,has_phenotype,C0020625,phenotype,phenotype
C0268626,has_phenotype,C0033687,phenotype,phenotype
C0268626,has_phenotype,C0035579,phenotype,phenotype
C0268626,has_phenotype,C1833667,phenotype,phenotype
C0268626,has_phenotype,C1839603,phenotype,phenotype
C0268626,has_phenotype,C1839606,phenotype,phenotype
C0268626,has_phenotype,C3552463,phenotype,phenotype
C0268626,has_phenotype,C4020889,phenotype,phenotype
GO:0005821,part_of,GO:0005816,function,function
79908,interacts_with,54664,protein,protein
79908,interacts_with,54805,protein,protein
79908,enables,GO:0005102,protein,function
23498,is_annotated_to,C3714756,protein,phenotype
23498,is_annotated_to,C0018817,protein,phenotype
23498,is_annotated_to,C0003507,protein,phenotype
23498,is_annotated_to,C0281890,protein,phenotype
23498,associated_with,C4540014,protein,phenotype
2313,interacts_with,10661,protein,protein
2313,interacts_with,6595,protein,protein
2313,interacts_with,6598,protein,protein
2313,interacts_with,2521,protein,protein
2313,interacts_with,6760,protein,protein
2313,interacts_with,6597,protein,protein
2313,involved_in,GO:0006357,protein,function
2313,involved_in,GO:0045893,protein,function
2313,involved_in,GO:0030154,protein,function
2313,is_annotated_to,C0239676,protein,phenotype
2313,is_annotated_to,C0040485,protein,phenotype
2313,is_annotated_to,C0005745,protein,phenotype
2313,is_annotated_to,C3714756,protein,phenotype
2313,is_annotated_to,C0015934,protein,phenotype
2313,is_annotated_to,C0003507,protein,phenotype
2313,is_annotated_to,C0030305,protein,phenotype
2313,is_annotated_to,C0149955,protein,phenotype
2313,is_annotated_to,C3806482,protein,phenotype
2313,is_annotated_to,C0266174,protein,phenotype
2313,is_annotated_to,C0221210,protein,phenotype
2313,is_annotated_to,C1263846,protein,phenotype
2313,is_annotated_to,C0006118,protein,phenotype
2313,is_annotated_to,C4476918,protein,phenotype
2313,is_annotated_to,C0347944,protein,phenotype
2313,is_annotated_to,C4021989,protein,phenotype
2313,associated_with,C1956093,protein,phenotype
80851,interacts_with,9230,protein,protein
80851,interacts_with,7534,protein,protein
80851,interacts_with,9702,protein,protein
C0475718,has_annotated,57017,phenotype,protein
55628,interacts_with,8451,protein,protein
55628,interacts_with,55832,protein,protein
55628,is_annotated_to,C0026827,protein,phenotype
55628,is_annotated_to,C0434785,protein,phenotype
GO:0010322,is_a,GO:0010565,function,function
GO:0010322,is_a,GO:0010675,function,function
GO:0052668,is_a,GO:0052673,function,function
C4693509,has_phenotype,C1854301,phenotype,phenotype
C1857389,has_phenotype,C4021733,phenotype,phenotype
C1857389,has_phenotype,C4531023,phenotype,phenotype
644168,involved_in,GO:0006357,protein,function
GO:0061821,is_a,GO:0062037,function,function
118429,interacts_with,1286,protein,protein
118429,interacts_with,55366,protein,protein
118429,involved_in,GO:1901998,protein,function
118429,is_annotated_to,C0221357,protein,phenotype
118429,is_annotated_to,C0026827,protein,phenotype
118429,is_annotated_to,C0151811,protein,phenotype
118429,is_annotated_to,C0040427,protein,phenotype
118429,is_annotated_to,C0409348,protein,phenotype
118429,associated_with,C0038013,protein,phenotype
C0406702,has_phenotype,C0040427,phenotype,phenotype
C0406702,has_phenotype,C0151908,phenotype,phenotype
C0406702,has_phenotype,C0266009,phenotype,phenotype
C0406702,has_phenotype,C0399385,phenotype,phenotype
C0406702,has_phenotype,C0423867,phenotype,phenotype
C0406702,has_phenotype,C0424503,phenotype,phenotype
C0406702,has_phenotype,C1848765,phenotype,phenotype
C0406702,has_phenotype,C3551430,phenotype,phenotype
C0406702,has_phenotype,C3839753,phenotype,phenotype
C0406702,has_phenotype,C4021782,phenotype,phenotype
C0406702,has_phenotype,C4023400,phenotype,phenotype
C0406702,has_phenotype,C4280611,phenotype,phenotype
C0406702,has_annotated,10913,phenotype,protein
10440,interacts_with,60481,protein,protein
10440,interacts_with,7428,protein,protein
10440,involved_in,GO:0006886,protein,function
C0334606,has_phenotype,C0037822,phenotype,phenotype
C0334606,has_phenotype,C0162678,phenotype,phenotype
C0334606,has_phenotype,C0270680,phenotype,phenotype
C0334606,has_phenotype,C0349604,phenotype,phenotype
C0334606,has_phenotype,C1334957,phenotype,phenotype
C0334606,has_phenotype,C4025669,phenotype,phenotype
C0334606,has_annotated,6608,phenotype,protein
7534,interacts_with,23136,protein,protein
7534,interacts_with,55103,protein,protein
7534,interacts_with,89953,protein,protein
7534,interacts_with,65220,protein,protein
7534,interacts_with,10787,protein,protein
7534,interacts_with,23451,protein,protein
7534,interacts_with,2309,protein,protein
7534,interacts_with,2811,protein,protein
7534,interacts_with,7166,protein,protein
7534,interacts_with,4216,protein,protein
7534,interacts_with,5607,protein,protein
7534,interacts_with,4208,protein,protein
7534,interacts_with,55177,protein,protein
7534,interacts_with,84952,protein,protein
7534,interacts_with,23387,protein,protein
7534,interacts_with,7278,protein,protein
7534,interacts_with,56288,protein,protein
7534,interacts_with,408,protein,protein
7534,interacts_with,4738,protein,protein
7534,interacts_with,5784,protein,protein
7534,interacts_with,84206,protein,protein
7534,interacts_with,9181,protein,protein
7534,interacts_with,6927,protein,protein
7534,interacts_with,5604,protein,protein
7534,interacts_with,7001,protein,protein
7534,interacts_with,60485,protein,protein
7534,interacts_with,1892,protein,protein
7534,interacts_with,1983,protein,protein
7534,interacts_with,3945,protein,protein
7534,interacts_with,84936,protein,protein
7534,interacts_with,23235,protein,protein
7534,interacts_with,2521,protein,protein
7534,interacts_with,2475,protein,protein
7534,interacts_with,167691,protein,protein
7534,interacts_with,7514,protein,protein
7534,interacts_with,8546,protein,protein
7534,interacts_with,25936,protein,protein
7534,interacts_with,54439,protein,protein
7534,interacts_with,26469,protein,protein
7534,interacts_with,64062,protein,protein
7534,interacts_with,51343,protein,protein
7534,interacts_with,5775,protein,protein
7534,interacts_with,57449,protein,protein
7534,interacts_with,79722,protein,protein
7534,interacts_with,57521,protein,protein
7534,interacts_with,3667,protein,protein
7534,interacts_with,678,protein,protein
7534,interacts_with,8332,protein,protein
7534,interacts_with,3329,protein,protein
7534,interacts_with,25923,protein,protein
7534,interacts_with,64837,protein,protein
7534,interacts_with,10458,protein,protein
7534,interacts_with,55832,protein,protein
7534,interacts_with,8969,protein,protein
7534,interacts_with,122622,protein,protein
7534,interacts_with,100290337,protein,protein
7534,interacts_with,7054,protein,protein
7534,interacts_with,9693,protein,protein
7534,interacts_with,26747,protein,protein
7534,interacts_with,3376,protein,protein
7534,interacts_with,8826,protein,protein
7534,interacts_with,7094,protein,protein
7534,interacts_with,7407,protein,protein
7534,interacts_with,80851,protein,protein
7534,interacts_with,51637,protein,protein
7534,interacts_with,5618,protein,protein
7534,interacts_with,208,protein,protein
7534,interacts_with,3297,protein,protein
7534,interacts_with,6597,protein,protein
7534,interacts_with,5909,protein,protein
7534,interacts_with,57522,protein,protein
7534,interacts_with,1660,protein,protein
7534,interacts_with,11180,protein,protein
7534,interacts_with,654364,protein,protein
7534,interacts_with,6188,protein,protein
7534,interacts_with,4926,protein,protein
7534,interacts_with,23450,protein,protein
7534,interacts_with,4001,protein,protein
7534,interacts_with,2550,protein,protein
7534,interacts_with,8359,protein,protein
7534,interacts_with,8366,protein,protein
7534,interacts_with,8370,protein,protein
7534,interacts_with,2597,protein,protein
7534,interacts_with,8367,protein,protein
7534,interacts_with,1938,protein,protein
7534,located_in,GO:0070062,protein,function
C0264162,has_phenotype,C4021726,phenotype,phenotype
C0264162,has_phenotype,C4025614,phenotype,phenotype
C0264162,has_phenotype,C4531023,phenotype,phenotype
9524,interacts_with,345274,protein,protein
9524,interacts_with,6748,protein,protein
9524,interacts_with,7517,protein,protein
9524,interacts_with,55832,protein,protein
9524,interacts_with,54998,protein,protein
9524,interacts_with,8266,protein,protein
9524,interacts_with,149628,protein,protein
9524,interacts_with,89941,protein,protein
9524,is_annotated_to,C3714756,protein,phenotype
9524,is_annotated_to,C1854301,protein,phenotype
9524,is_annotated_to,C0424503,protein,phenotype
9524,is_annotated_to,C0266464,protein,phenotype
9524,is_annotated_to,C0431380,protein,phenotype
C4693899,has_phenotype,C0424503,phenotype,phenotype
C4693899,has_phenotype,C1850189,phenotype,phenotype
C4693899,has_phenotype,C1855996,phenotype,phenotype
C4693899,has_phenotype,C3714756,phenotype,phenotype
C4693899,has_phenotype,C4020858,phenotype,phenotype
GO:0060919,is_a,GO:0098739,function,function
4163,interacts_with,5518,protein,protein
4163,interacts_with,8900,protein,protein
4163,interacts_with,220047,protein,protein
4163,interacts_with,3376,protein,protein
4163,interacts_with,6189,protein,protein
4163,interacts_with,2597,protein,protein
4163,interacts_with,9761,protein,protein
4163,interacts_with,5134,protein,protein
4163,interacts_with,64425,protein,protein
4163,interacts_with,10525,protein,protein
4163,interacts_with,4733,protein,protein
4163,interacts_with,4141,protein,protein
4163,interacts_with,7407,protein,protein
4163,interacts_with,10980,protein,protein
4163,interacts_with,87178,protein,protein
4163,interacts_with,55379,protein,protein
4163,interacts_with,51504,protein,protein
4163,interacts_with,115207,protein,protein
4163,interacts_with,1892,protein,protein
4163,interacts_with,147687,protein,protein
4163,interacts_with,170082,protein,protein
4163,interacts_with,7428,protein,protein
4163,interacts_with,54165,protein,protein
4163,interacts_with,10054,protein,protein
4163,interacts_with,1019,protein,protein
4163,interacts_with,6924,protein,protein
4163,interacts_with,55758,protein,protein
4163,interacts_with,148281,protein,protein
4163,interacts_with,153733,protein,protein
4163,interacts_with,7584,protein,protein
4163,associated_with,C0034885,protein,phenotype
3172,interacts_with,9412,protein,protein
3172,interacts_with,23411,protein,protein
3172,interacts_with,4878,protein,protein
3172,interacts_with,9086,protein,protein
3172,interacts_with,648,protein,protein
3172,interacts_with,3175,protein,protein
3172,interacts_with,6927,protein,protein
3172,interacts_with,2161,protein,protein
3172,interacts_with,344,protein,protein
3172,interacts_with,7514,protein,protein
3172,interacts_with,367,protein,protein
3172,involved_in,GO:0030308,protein,function
3172,involved_in,GO:0030154,protein,function
3172,involved_in,GO:0050796,protein,function
3172,involved_in,GO:0045893,protein,function
3172,involved_in,GO:0006357,protein,function
3172,involved_in,GO:0023019,protein,function
3172,enables,GO:0005102,protein,function
3172,is_annotated_to,C0033687,protein,phenotype
3172,is_annotated_to,C0020458,protein,phenotype
3172,is_annotated_to,C3714756,protein,phenotype
3172,is_annotated_to,C0015934,protein,phenotype
3172,is_annotated_to,C0039231,protein,phenotype
3172,is_annotated_to,C0035579,protein,phenotype
