geneId,diseaseId,Label
5173,C0233796,1
6597,C4721444,1
1813,C0020649,1
351,C0233796,1
6921,C4551714,0
22866,C4748277,0
406997,C4048268,0
140732,C4748234,1
4645,C0023903,1
2130,C0334596,1
5832,C3151617,0
3557,C0003165,1
79042,C0026650,1
93649,C0152021,1
8795,C4310744,0
3691,C0079301,1
7782,C0002395,1
3039,C3278365,1
3106,C0026896,1
8242,C0014544,1
57178,C0025958,1
444,C1832167,1
1031,C0026764,1
3558,C0005684,1
79087,C2931001,1
5265,C0013221,1
2072,C3808988,1
1497,C2931013,1
958,C0026769,1
2917,C0013146,1
22925,C3280378,0
4313,C0271678,1
3690,C0004352,1
23746,C2751764,1
4653,C0015397,1
7840,C0524730,0
5580,C0948387,0
29110,C4693542,1
6223,C3278811,1
56287,C0001418,1
148789,C0005396,0
8725,C0027659,1
84925,C1832669,0
27436,C4551480,0
84649,C0020619,0
55187,C0043094,1
2780,C0040460,0
5328,C1568247,0
6464,C4748184,0
8076,C2675227,0
4790,C0010093,1
3484,C0431693,0
79827,C0021847,1
3417,C0751396,1
4811,C0010964,1
7403,C0043208,0
4929,C0009171,1
353,C1561643,1
84662,C2674219,0
3611,C0917805,1
9377,C0019068,0
4171,C3542500,0
4091,C0030044,1
39,C0342735,1
6121,C0339527,1
8837,C0795888,0
319101,C3151781,0
11113,C4225300,0
57582,C1704429,0
2122,C0027439,1
4790,C0020500,1
23269,C0079772,1
100507436,C2936913,0
4887,C0014544,1
4929,C3810313,0
5705,C0019693,1
9547,C0013146,1
1717,C4693733,0
6154,C1150929,0
406935,C0008370,1
2952,C0027651,1
3784,C1834703,0
2993,C0009171,0
3606,C1836081,0
3553,C0003165,1
5443,C2931207,0
6392,C0007129,1
2099,C0521664,1
5627,C3281092,1
2950,C0282612,1
4323,C1847902,0
6550,C0002152,1
10735,C0553580,1
80210,C4539937,1
10047,C1832174,0
4313,C0034069,1
3596,C0020507,1
285195,C3899503,0
8842,C0153567,1
331,C0549463,1
1280,C1836080,1
137814,C0041207,1
8287,C1507149,1
2741,C0234166,1
359787,C1838601,0
10137,C0033958,1
6794,C0149721,1
4287,C0751671,1
7040,C0027726,1
10585,C0686353,1
6647,C0034069,1
2255,C0376545,0
2064,C0007134,1
79583,C3714506,1
6657,C0750937,1
3796,C1955869,1
221895,C1861451,0
7070,C3150808,0
5179,C0029095,1
1237,C2677565,0
59345,C0004238,1
6793,C0079541,0
733,C0085417,0
3553,C4316791,1
5996,C3495801,0
2736,C0431362,1
6532,C0221480,1
3977,C0032460,1
5327,C0019064,1
1844,C4551857,0
3689,C4310720,0
4604,C1335167,0
1612,C0026998,1
3861,C0153349,1
27250,C0007621,1
1977,C1868512,0
10381,C2748801,1
3303,C0023895,1
1499,C0007193,1
7124,C0035309,1
728294,C0002514,1
60675,C0162809,1
6696,C0406803,0
79365,C0035229,0
23189,C0750969,0
3858,C0795940,0
3880,C0019189,1
55997,C1956412,1
5890,C0265336,0
2770,C0233796,1
5997,C0751415,1
2956,C0023418,1
83723,C1527337,0
286676,C1864818,1
4155,C0027873,1
83481,C0795927,0
3035,C1568248,1
2623,C1834582,1
1565,C0027707,1
3691,C0014527,1
4209,C1861678,0
51196,C0279626,1
2593,C4551557,0
55971,C0040028,0
5971,C4551824,0
10528,C0087012,1
105259599,C4225292,0
8639,C0030524,1
6440,C0750952,0
6489,C3668822,0
2101,C0268179,0
5649,C4014848,0
83546,C0280788,1
1666,C0023772,1
5337,C2675914,0
139105,C0431109,0
11284,C0008073,1
200373,C4017332,0
361,C0027873,1
154796,C0028064,0
1609,C1968699,0
26986,C3280346,0
8131,C2751666,0
1861,C0752207,1
128869,C0033975,0
100500847,C0262584,0
6634,C4747737,0
3612,C0035222,0
3553,C0005398,1
210,C1334271,1
5328,C0018128,1
317,C0334578,0
84706,C4225388,1
7253,C0010308,1
3569,C0345967,1
5792,C0263429,0
7432,C0236792,1
6657,C0152013,1
6708,C0520739,1
11285,C4552003,1
391051,C0206608,0
1301,C3541456,1
3748,C0011269,0
2555,C0266432,0
54880,C0027708,1
5595,C0033141,1
85458,C4721887,0
92667,C0949857,1
9841,C0454576,0
785,C4551857,1
27107,C0085578,0
5894,C1519086,1
3270,C4479278,0
64857,C1860042,0
4983,C0031099,0
10125,C0268193,0
4089,C1832940,1
7026,C0019284,1
3440,C0015672,1
968,C0022116,1
2643,C0233565,1
3920,C3715165,0
7416,C0242698,1
8854,C0086664,1
574455,C3554002,0
4921,C2930974,0
1268,C0233612,1
817,C0994516,0
2130,C0206651,1
79742,C0376362,0
10057,C1867327,0
163,C0029463,0
81033,C0398776,0
8484,C1844666,0
3159,C0020456,1
2239,C0796154,1
9698,C0010417,1
57623,C0031030,0
9927,C4721916,1
131669,C0520966,1
3098,C3665347,1
5318,C0428908,1
10269,C0023890,0
6280,C1298692,0
51601,C0032584,0
3091,C4551637,1
6678,C0027540,1
6309,C4284592,0
23030,C4750857,0
796,C0029408,1
389549,C0162809,1
7263,C0431349,0
23400,C0751414,1
207,C1335107,1
8291,C0265354,0
729920,C0699743,1
55975,C1832409,1
6550,C0010308,0
11322,C4722564,1
5020,C0043049,1
64843,C4282400,0
2767,C0023890,0
4185,C1656427,0
337,C3489789,0
847,C0814154,1
4049,C0345967,1
7441,C0023452,1
1827,C3810325,0
54517,C2919142,1
1050,C3280133,0
26010,C0206624,0
4537,C2930967,0
3273,C2751090,1
6445,C4551552,0
4000,C1720860,1
5376,C0270911,1
283120,C0175693,1
3822,C2752039,0
127833,C0751884,1
55521,C0079541,0
374887,C0796028,0
3749,C3151184,0
406994,C4551772,0
84570,C0266573,1
9772,C3694531,0
7274,C0034933,1
23269,C3179244,0
5357,C0023903,1
2299,C0376634,1
4638,C3554047,0
4684,C3280095,0
998,C4225222,1
3126,C1969053,0
727897,C2676759,0
6464,C0341823,0
6678,C4225386,0
57113,C3554168,0
23288,C3554047,0
10495,C4225153,0
6648,C0016059,1
477,C0751479,0
54806,C0004352,1
6319,C0023903,1
10437,C0162820,1
3557,C0158353,1
51451,C0017614,0
3078,C0242383,1
79054,C0700438,1
4620,C1854106,1
6049,C0334596,0
83939,C3279693,0
79813,C4284592,0
1723,C0008533,0
3579,C3852953,1
84706,C0175703,0
177,C0423712,1
9315,C3808986,0
23093,C3890591,0
2691,C0034063,1
5611,C1853124,0
79797,C1836765,0
64434,C4551965,0
5173,C0232766,1
80736,C1300202,0
6010,C1864869,1
23426,C0008441,0
2735,C3150207,0
3716,C0013146,0
1761,C0877848,0
5795,C1876175,0
23607,C0751590,0
201229,C2750061,0
672,C4225275,1
5004,C1136209,0
3815,C0343115,1
3853,C4015424,0
55151,C0029434,1
6049,C0029172,0
78989,C4303860,1
351,C0751071,1
4162,C1527310,0
2779,C3711543,1
100048912,C0376628,1
54502,C0236742,0
3048,C0023795,0
3569,C0003873,1
5304,C4016019,0
4342,C1858717,0
5104,C3551443,0
2056,C4693552,1
153572,C0751469,0
3751,C0014335,0
4313,C0003493,1
2950,C3661485,0
1801,C0239998,0
406903,C4551647,0
768222,C3809888,0
5538,C0268281,1
283417,C0242225,0
57805,C3809548,0
4751,C3809954,1
3301,C0026636,1
79366,C2931048,0
22884,C4025860,1
1646,C2930619,1
129880,C4304540,0
118,C0406740,0
768222,C0701826,0
1356,C0032914,1
10769,C0152013,1
9365,C2931105,1
100126331,C3806412,0
55630,C0001197,1
287,C2931894,0
25937,C0206655,1
55869,C1839736,1
9332,C0020456,1
137392,C3887487,1
3295,C4721893,0
10522,C0751348,0
1406,C3540662,1
160728,C4749506,0
79572,C4692845,0
3440,C0155533,1
1840,C0751396,1
84676,C0026846,1
81501,C0014175,1
406936,C0007120,1
4771,C0265252,0
4921,C0206632,0
79974,C0282548,0
8869,C4014762,0
24,C0271093,1
7498,C0740394,1
3565,C0013182,1
10487,C1282971,0
4131,C4015452,0
1312,C0236733,1
51475,C3888355,1
7480,C4310730,1
7504,C0393576,1
54361,C1720887,1
6774,C0087031,1
23164,C3495676,1
58156,C4748840,0
2688,C0001206,1
57045,C0024236,0
3552,C0162820,1
339345,C1861172,0
27235,C0030922,0
1750,C0008626,0
1482,C1857586,1
4973,C1867299,0
6648,C0020550,1
9254,C1866984,0
1132,C0751564,1
5890,C0002940,0
4299,C2751321,0
23028,C0079772,1
3955,C0600177,0
9568,C0004352,1
6160,C1832200,0
10641,C1858477,1
23753,C1969054,0
4760,C1970207,0
1725,C4021817,1
55650,C4012395,0
100506385,C4321247,0
2147,C0040053,1
10804,C0013575,1
8455,C0162283,0
4318,C0011882,1
3557,C0023186,1
7125,C1838867,0
2078,C0751918,0
6309,C2675513,0
9459,C2931498,1
8794,C1847730,0
8829,C1112486,0
406998,C0018203,0
11212,C3281084,0
3603,C0020517,1
3931,C0342895,1
5071,C0677050,1
48,C0751249,0
7422,C0752307,1
23360,C3808115,0
7124,C0038358,1
1840,C0887833,1
871,C3151063,0
55851,C3714534,1
440854,C4225189,0
55244,C4225200,0
7852,C0340970,1
80199,C0003803,1
3481,C0032045,1
9869,C0271933,0
79923,C4721436,0
9475,C2751641,0
3481,C0004352,1
2668,C1275808,1
81887,C0240543,0
6573,C1257840,0
79633,C0085131,0
1131,C4016492,0
729262,C1869122,0
407050,C0023897,0
11212,C0751665,0
5149,C0241210,0
389558,C0033687,0
3976,C1262477,1
23705,C0004352,1
1280,C0265279,1
3991,C1720861,1
64220,C0024115,1
345895,C0032796,0
847,C0004096,1
5054,C0032914,1
121512,C1836336,1
3643,C1858392,0
358,C0600327,1
581,C0019693,1
91252,C0268338,1
4221,C0017150,1
4893,C2750732,1
7534,C0010417,0
2243,C0038454,1
22800,C0029925,1
3350,C0001403,0
5961,C4509881,1
6581,C0027059,1
3283,C4540474,0
3284,C1563730,1
6336,C0423712,1
5723,C4551478,1
4312,C0004153,1
5530,C0023343,0
2153,C3852984,1
6608,C1384408,1
7291,C2749240,0
1588,C0948896,1
344148,C1869117,0
2246,C0043094,1
54716,C0520679,0
4166,C3808844,0
346007,C4310833,0
3569,C0017531,1
5954,C4479569,0
80781,C0344290,1
4512,C0024667,1
89765,C0343206,0
1666,C4551975,0
406979,C0276226,0
51776,C4225167,1
79001,C0019080,1
26253,C0271678,0
2670,C4225386,0
148,C4310725,0
2530,C4049050,0
7465,C0752206,0
688,C1837728,0
581,C0027746,1
4618,C0750945,0
3065,C4552070,1
118,C3807521,0
84068,C2750737,0
3953,C0001925,1
5077,C0599973,1
84140,C0432219,0
785,C0427190,1
57128,C2930997,0
2813,C0752289,0
2017,C0023531,1
25973,C0342195,0
57531,C0027819,1
26191,C4479608,0
1137,C0393683,1
4137,C0004238,1
51626,C3541518,0
15,C0393770,1
729330,C0574084,0
2063,C1860238,0
51,C1867013,0
5328,C0038454,1
23568,C0002768,0
6901,C4324548,1
51297,C1863999,0
7124,C3489728,1
4985,C1843355,0
23327,C0043116,0
54206,C0014175,1
166752,C1856251,0
80169,C0020455,0
4609,C1176475,1
8013,C0260662,0
81848,C0026998,1
596,C0024301,1
1907,C2751313,0
5819,C3279793,0
9719,C0282631,1
83667,C4539948,0
8743,C0017636,1
6556,C3151304,0
990,C1868684,1
653361,C0086981,1
84456,C4707155,0
6663,C2700405,1
54,C0041834,0
79147,C0220991,0
6935,C0036920,1
89869,C2673186,0
135,C0149840,1
57599,C2677290,0
114,C1859569,0
7124,C0162557,1
3479,C0011304,1
1349,C2676285,0
5816,C0033958,1
85360,C3279693,0
1785,C0410207,1
112752,C1855794,0
27087,C4551965,0
3815,C0080024,1
23090,C1855675,1
759,C3179194,0
55869,C1845446,0
2056,C0040053,1
261734,C1842160,0
55723,C3658267,1
2160,C0431368,0
3553,C0001418,1
4846,C0020542,1
7157,C0019207,1
51569,C0268162,0
8843,C3553637,0
54496,C0027821,0
3814,C0024232,1
348980,C3502809,1
3558,C4316791,1
51280,C1832884,0
2313,C1963184,0
284058,C2749665,0
1268,C0026838,1
25821,C0333099,0
27161,C2675186,0
403,C1850169,0
23095,C1708353,1
55800,C1399226,1
89869,C4310935,0
59,C0027719,1
10019,C2676024,0
4846,C0027055,1
4583,C0010346,1
22884,C0042063,1
55997,C1167664,1
3746,C4015420,1
9064,C0002792,0
28982,C1836916,1
3892,C0546966,1
672,C0003621,0
2706,C3276228,0
3501,C0027121,1
64094,C1622434,0
10516,C0268351,1
1543,C1449861,1
6999,C0024667,0
5173,C0036659,1
7140,C1852085,1
727857,C1836206,1
8289,C0206698,1
283092,C1836545,0
71,C4229652,1
406991,C1863843,0
9582,C0007873,1
55651,C3550973,0
440,C3809971,1
650,C4551902,1
3075,C0730295,1
54535,C0279626,1
2147,C0751014,1
123041,C0399376,1
84667,C3150942,1
120892,C0242422,1
1007,C1332243,0
2735,C0154860,0
8943,C0001916,1
7422,C0002395,1
780,C1835923,0
4750,C0036069,1
50945,C4225425,0
3998,C0917804,0
341568,C2752081,0
51412,C0543888,1
22954,C4225336,0
3594,C4013949,1
11315,C0242422,1
136259,C0031347,0
57054,C4014283,0
1993,C0149521,0
54795,C4015167,0
9820,C1848862,1
27248,C3502054,0
460,C0265329,0
7436,C0154017,0
8879,C0020757,1
5728,C1168401,1
6718,C4748549,0
23765,C1845055,0
2027,C0023895,1
7124,C0268318,1
11017,C0004782,0
112476,C0009363,0
6354,C0043459,0
406964,C0852077,0
5271,C0030246,1
7039,C0027746,1
7371,C4310669,0
868,C0026769,1
23387,C1704299,0
406922,C4551998,0
2222,C0024809,1
5528,C0332890,0
8836,C2752089,0
26173,C4551967,0
81790,C1836683,0
5319,C4225261,0
6880,C0751951,0
4023,C0271148,0
1213,C0079744,1
5058,C0007134,1
2077,C2931196,1
5921,C0007117,1
55500,C1858379,0
159296,C0009324,1
5359,C0022104,0
9575,C2750737,0
1915,C0751276,0
3028,C3266731,1
2043,C0348374,0
11224,C0265950,0
5728,C0018598,1
9173,C1507149,0
3800,C0268355,0
58,C0007194,1
53373,C3203356,0
11224,C0153405,0
1139,C0347869,1
10529,C3554415,0
6531,C4478379,0
2752,C0752110,1
29951,C0403396,0
10110,C0024138,0
3606,C0007786,1
1268,C0751207,1
115286,C3151752,0
51251,C0266539,0
629,C0019061,1
5015,C0015397,1
133396,C4539891,0
64843,C3888316,0
3053,C1861172,1
2562,C0393759,1
6017,C0751812,0
406964,C4706390,0
92304,C0014175,1
1460,C1842028,0
6900,C4540209,0
3075,C0030437,0
3798,C4693609,1
6904,C0037316,0
5347,C2673497,0
4000,C0796031,1
5631,C4551976,0
8514,C0751371,0
5376,C0751036,1
2354,C0751088,1
6326,C0751175,0
79621,C0013421,1
23742,C0729264,0
657,C0376634,1
84197,C0206693,0
10897,C1969029,0
974,C4016221,1
2557,C0025500,0
60495,C1334968,0
2737,C0238198,1
5921,C0752206,0
261734,C1846343,0
157657,C1863599,0
7157,C0079773,1
324,C0018932,1
100126348,C0376634,0
1994,C2931223,0
79991,C1858328,0
256646,C1859536,0
10678,C1848599,0
8660,C0020456,1
117579,C1853137,0
9456,C4748569,0
170261,C0279626,1
10083,C0585540,0
57102,C1838099,0
1463,C0005684,1
54809,C0268221,0
60495,C0393702,0
1406,C0235000,0
65125,C3888925,0
2263,C0265535,1
8908,C0398782,0
825,C1299884,1
675,C2751641,1
3458,C0011999,1
57082,C1970859,0
57688,C0221036,0
6424,C0751688,0
2308,C0007758,0
144568,C0033835,0
2743,C2931850,0
64116,C4748876,0
251,C4310830,0
190,C0948896,1
3295,C4551721,1
84100,C1859564,1
1387,C4511003,1
3797,C1849334,0
8600,C1136321,0
672,C2676676,1
51029,C3495676,1
91179,C3280346,0
4313,C4721845,1
4598,C3149265,0
2729,C0011616,1
224,C0265264,0
11216,C1855483,0
6188,C0342278,0
6340,C1852551,0
1139,C0795690,1
8050,C1859062,0
1295,C1135196,1
9547,C0011616,1
6422,C0023267,1
26580,C1833308,1
120892,C3810324,0
7390,C1838049,0
11311,C4721769,0
7498,C0004352,1
54716,C2713497,0
1136,C0040332,1
2152,C3683846,0
6514,C0007766,0
51079,C0271674,0
2212,C1527336,1
50674,C0023195,0
112609,C0032897,1
100126572,C2931104,0
54431,C0431109,0
7015,C0265965,1
2205,C1832475,0
2739,C0033377,0
5450,C0162823,0
7504,C0018939,1
3643,C0013146,1
23529,C1848947,1
4843,C0010474,1
3630,C0271710,1
10280,C0236795,1
6752,C4746547,0
6556,C1135747,1
81839,C0836924,0
1460,C0023493,1
153090,C0162871,1
10818,C0018814,0
54541,C0027746,1
668,C1837008,1
9951,C1852406,0
3356,C0085159,1
83597,C0023903,1
5721,C0003868,0
1192,C2931599,0
242,C4551856,0
3155,C0017495,0
1411,C1852467,0
5745,C1852222,1
2271,C1708350,1
8884,C1855755,1
26012,C0024667,1
658,C1832702,1
3728,C4310676,0
1191,C0333641,1
3897,C0750920,1
1843,C0473935,0
22884,C4021790,1
28964,C0024031,0
1261,C0206608,0
4318,C0034069,1
6875,C2675526,0
7055,C0008924,1
121278,C1854023,0
2596,C1970280,0
5580,C0242422,1
6751,C0038220,1
284111,C0406740,1
794,C4310771,0
1019,C2314896,1
5617,C0020635,1
730198,C4693736,0
644076,C1861689,0
999,C1843156,0
7177,C0016382,1
1788,C0023480,1
2558,C0025261,1
152831,C1866182,0
9493,C0520572,1
10717,C0010035,0
60681,C4225273,0
10457,C1848862,0
7494,C2700438,1
54861,C1335167,1
83746,C4751567,0
2322,C0023518,1
5724,C4021790,0
70,C1960469,1
6187,C0037889,0
85481,C4707897,0
4089,C0023897,1
3274,C0751352,0
10084,C0344724,1
2584,C0007772,0
79152,C3668943,1
23479,C3553529,0
56160,C0079765,0
84221,C0030849,0
8242,C2931638,0
9034,C4551965,0
3978,C4016019,1
977,C0019156,0
5731,C0021367,1
161742,C0524686,0
83723,C4085590,1
26270,C1970009,0
1141,C0751477,1
3751,C0751422,0
84667,C0236663,0
5903,C3150971,0
683,C0023860,0
5609,C0003126,0
9015,C0220704,0
4360,C0162820,1
151306,C0029132,0
51066,C0032460,0
3065,C0018799,1
8233,C1857355,0
6597,C4551486,0
29081,C0023283,0
3816,C1857069,0
11184,C0018799,0
5970,C0005398,1
6303,C0036337,1
23353,C0029294,0
4602,C0010324,0
6997,C0431363,1
9380,C0031557,0
494327,C0020757,0
155,C1838916,0
2064,C0025149,1
976,C0268128,0
8462,C0010692,0
155,C0334590,0
7283,C1835916,0
85301,C0521761,0
8856,C0751093,0
18,C4749581,0
1730,C0041912,0
3150,C2700553,0
3565,C0004364,1
23237,C0002395,1
283652,C2936921,0
6482,C0033975,1
330,C1832560,0
6261,C0410204,1
6608,C0023487,1
3897,C0234476,1
84263,C0023903,1
100313923,C0011573,0
84433,C1856408,0
27020,C2674252,0
282809,C4479651,0
7201,C1861106,1
407017,C0017636,0
55124,C0472388,0
841,C0023532,0
55997,C0969687,0
4627,C0018784,1
9112,C1510410,0
10084,C1136249,1
85478,C3715165,0
79258,C1846647,0
7096,C0023343,1
3748,C0162635,0
7869,C0027819,1
10342,C1275278,1
4843,C0020429,1
4336,C3850148,0
3576,C0020542,1
11234,C0079504,1
55165,C0339693,0
351,C0520806,0
3745,C1336005,0
926,C0087031,1
5335,C4015167,0
4758,C0268226,1
847,C0022593,1
10232,C1569637,1
7490,C0017658,1
27255,C0268596,0
23322,C0234305,0
7555,C0027127,0
125,C3203733,0
1786,C1858804,1
7293,C3810053,1
51194,C4551958,0
7832,C4225323,0
22996,C1441613,0
59,C0014175,1
9839,C0018798,1
91647,C1328479,0
8573,C4012454,0
25942,C2936718,1
6337,C1449844,1
81572,C0220994,0
4843,C0035309,1
4522,C0033774,0
4846,C0403825,1
4129,C0393574,1
8842,C0015397,1
7019,C0239998,0
442904,C0019207,1
4665,C0872084,0
5327,C0038454,1
3845,C0302592,1
5244,C4551898,1
6712,C1854369,1
57519,C1846175,0
27089,C3808975,0
100128998,C3665382,0
115948,C0022521,1
5728,C0751303,1
767,C1868690,0
10863,C1321872,1
407000,C2673266,0
7957,C1835084,0
10211,C0519066,1
30012,C0011573,0
10265,C0024115,1
50838,C2677549,0
5327,C0936261,1
79228,C4225299,0
5336,C3860213,1
1636,C2675470,1
1280,C0432221,1
4133,C0234302,0
2688,C0018273,1
2348,C2751584,1
113251,C1850808,0
3458,C1565489,1
2035,C0427480,1
27035,C0037221,0
486,C3278365,0
7248,C0751778,1
3454,C0042769,1
55366,C0007103,0
5923,C0751088,1
2780,C0155018,1
7439,C0339510,1
4257,C4551647,0
654,C0005683,0
140738,C0574960,0
54413,C0438414,0
346171,C1832386,1
29091,C0004352,1
1565,C0014549,1
2588,C0086652,1
2550,C0001956,1
2773,C0002622,1
1398,C0151744,1
118813,C1334968,0
406916,C0035222,1
100126333,C3150691,0
9586,C1863204,0
3611,C0007787,1
112812,C0265344,0
128178,C0406702,1
2035,C4014321,0
3320,C0023374,0
158326,C0221356,1
83452,C3714896,1
84456,C4084840,0
25873,C0231918,0
6337,C0010674,1
79632,C3280953,0
7157,C1859972,1
9611,C0014175,1
3958,C1848638,0
4922,C4225425,0
27229,C4237474,0
1822,C0751781,1
5424,C3281236,0
635,C0270726,0
2931,C0011573,1
29959,C4748137,0
6392,C0030421,1
5800,C0393679,0
224,C0003431,0
1814,C0013386,1
351,C0023186,1
23630,C0004238,1
23593,C1856266,0
3552,C0343755,1
8148,C4310783,0
3065,C4225242,0
51594,C1860991,0
1441,C0023418,1
9376,C0023890,1
103,C3489724,1
84628,C1836395,0
10693,C3711543,0
11216,C0009421,0
1144,C4084823,1
3981,C0494261,1
7994,C3553264,0
5290,C0585362,1
3827,C0013604,1
6615,C3540850,0
4967,C0342687,0
406979,C1864651,0
1728,C3554306,0
793,C1845667,0
776,C3489447,0
4211,C0033139,1
2779,C0010964,0
5157,C4225332,0
5274,C4748381,0
51738,C0031212,0
6387,C0027719,1
9935,C4013764,0
2944,C0034734,1
114131,C0858617,0
6347,C0035222,1
5742,C0751505,1
8402,C4693893,0
3439,C0023493,1
113246,C4722273,0
51765,C0279628,0
6006,C1849387,1
9129,C1865233,0
2516,C2936419,1
291,C1865020,0
6414,C0021655,1
55572,C1720864,0
10404,C0007134,1
23493,C1142166,1
8803,C0016667,0
196,C0027651,1
1030,C3809173,0
388698,C0340543,0
3417,C0013366,1
1287,C0033687,1
4624,C0597124,1
10000,C4012727,1
8622,C0239325,1
10479,C0007302,0
1277,C0020497,1
1186,C4303787,0
538,C0032708,0
6334,C0027765,1
9895,C3542549,1
3295,C1527366,1
112817,C2751297,0
91624,C0265553,0
5333,C0496924,0
5728,C0205789,1
84665,C0546125,1
197259,C0278701,1
133,C0038358,1
18,C0576612,1
171023,C0027643,1
6556,C0011615,1
158326,C0036330,0
7428,C1257877,1
25836,C0001824,0
2184,C0008370,1
1848,C0017636,1
149775,C2713447,1
3078,C2931870,0
1537,C3809553,1
9970,C1306214,0
10628,C0003873,1
83552,C0026010,1
57167,C0376634,1
25800,C0279626,1
84720,C0023521,0
79444,C4310790,0
5165,C2931822,0
1075,C0003810,0
64858,C1704315,0
51643,C0751250,0
64778,C0271148,1
152137,C4552768,0
779,C0268446,1
54796,C0376634,1
2070,C3887939,0
9517,C2675229,0
3433,C0751887,0
89780,C1853564,0
4803,C0233796,1
3784,C1865020,1
3064,C0006635,1
3351,C0036358,1
27429,C0342194,0
267012,C0010701,0
29110,C0019385,1
5981,C0750905,0
1356,C0013384,1
9098,C1850627,0
4915,C3151303,1
784,C0085605,0
57455,C0079295,0
4998,C0278600,0
406988,C1838867,0
10850,C0345967,1
466,C1578917,0
54806,C4014942,0
4988,C3150901,0
785,C0017332,1
5469,C1836573,0
1277,C0268358,1
3240,C3502492,0
1650,C3281084,1
4233,C0007134,1
5318,C0376670,0
100506385,C0008525,0
860,C0376634,1
5092,C2931001,0
4135,C0751514,0
7040,C0392164,1
5803,C0019337,0
406924,C4540274,0
729041,C0347869,0
7275,C3278138,0
6352,C3715128,0
6866,C0342384,1
6517,C0018800,1
1072,C0279626,1
990,C3281045,0
7436,C0266470,1
3553,C0033141,1
8291,C0087031,1
11074,C4748552,0
442862,C0549253,0
1813,C0032000,1
1134,C4084823,1
6638,C4225368,0
29785,C0348890,0
51548,C3553409,0
6648,C0007621,1
5311,C0042373,1
54567,C0265268,1
8801,C0268583,1
7124,C0034069,1
2662,C0042063,0
25800,C4310757,0
574435,C0027659,1
4665,C0018922,1
491,C0751093,0
81846,C0751589,0
4615,C1956132,1
1141,C0020672,1
4908,C0432417,1
4747,C3276539,0
3290,C1291245,1
1050,C0042900,0
3872,C1857144,0
494328,C4310819,0
10413,C0343073,0
5631,C2748557,0
140738,C0392622,0
1815,C1866430,1
5142,C0151744,1
7850,C0543478,0
6469,C0015393,1
5443,C0004936,1
26007,C1859309,0
4861,C1832680,0
83723,C4749028,0
114327,C3150860,0
5125,C0018818,1
7378,C4721889,0
3026,C4020869,0
6662,C1861922,1
2263,C0014170,1
771,C4048268,0
7474,C4551476,1
117,C4707828,0
5727,C3711390,1
3559,C1853392,1
2266,C3280976,0
10576,C0001787,1
3362,C0014170,0
112398,C3151204,0
6755,C3539071,0
229,C4539964,0
1657,C0017638,1
7012,C0265965,1
915,C0085110,1
6891,C1858266,1
2902,C0543888,1
64805,C1292772,0
136,C1861098,0
54499,C0017612,1
23409,C0553980,1
23438,C3554105,1
163175,C0035235,0
166336,C3245525,0
7078,C0013069,0
2048,C0007112,1
51341,C1836076,0
1285,C1567743,1
7364,C3810080,0
407975,C0030552,0
1861,C2678248,0
7187,C0010074,0
200931,C0009241,1
57212,C0028945,1
54739,C0017638,1
117144,C4517996,0
2771,C0004245,1
64374,C4551495,0
95,C3809105,0
5350,C1568248,0
79912,C0016788,0
7389,C0162569,1
3664,C4552122,0
1241,C1850127,0
3439,C3150207,0
7700,C0750932,0
1607,C1843512,0
1798,C0393671,0
4072,C1854260,0
11277,C0684249,0
9119,C1846421,0
3558,C0011574,1
9842,C4748197,1
3837,C1836603,0
9837,C4749506,0
5728,C0457190,1
4624,C0037052,1
3630,C0033943,1
79366,C0751557,0
6648,C0238281,1
688,C1837008,0
64841,C3280112,0
122042,C1856061,0
2768,C1135747,0
168002,C1838656,0
574503,C0162557,0
26121,C0576612,0
23435,C2751315,0
29123,C1849173,0
2572,C0024713,1
5032,C0005940,0
240,C0001430,1
5423,C0162824,0
406902,C0027055,1
3737,C4225350,1
6821,C2931746,1
6628,C0005942,0
7341,C0796003,0
10058,C3809394,1
23509,C3714534,1
842,C0271583,0
693121,C3549567,0
3557,C0016059,1
8208,C1859098,0
51128,C1855466,0
9081,C0011880,0
1048,C0016059,0
857,C0002152,1
2632,C0220989,0
4088,C4277533,1
54902,C0231696,1
4987,C1847849,0
4929,C2751316,0
2091,C0152013,1
259232,C0265224,1
54101,C1849718,1
406999,C0016059,1
27031,C0687120,1
10717,C0152200,0
3426,C3463916,1
3101,C3551173,0
3265,C0154017,1
1261,C0155015,1
23761,C4310473,0
60684,C3887949,0
79583,C3502052,0
57519,C0024713,1
3020,C1859520,0
652,C0042842,1
3557,C0003873,1
9126,C3280866,0
9091,C1838258,0
2961,C1955934,1
597,C0238801,0
134701,C3711531,0
5533,C0033975,1
10950,C0087031,1
285025,C0152116,0
481,C0393929,0
959,C0376628,1
81788,C0410226,0
6233,C0001403,0
338442,C1861099,0
30061,C0312854,1
6138,C0234375,0
202018,C0795806,0
351,C0027746,1
5328,C0006114,1
6310,C0004238,1
2779,C0085413,0
3678,C3203358,0
5579,C1845862,0
1392,C1300202,0
706,C1866994,0
9098,C0917996,0
6774,C0003865,1
9927,C0020429,1
1781,C1856019,0
5828,C3550693,1
1672,C4748527,0
91179,C0878676,0
57061,C4749378,1
6647,C0231693,1
5743,C0037274,1
4882,C0162361,0
4524,C1956132,1
8291,C1850889,1
6297,C4708599,1
1540,C0040953,0
6876,C0014175,1
